timestamp,open,high,low,close,volume,candle_range
2023-03-09 05:20:00,12344.75,12344.75,12344.75,12344.75,1,0.0
2023-03-09 05:36:00,12351.5,12351.5,12351.5,12351.5,1,0.0
2023-03-09 05:38:00,12352.0,12352.0,12352.0,12352.0,1,0.0
2023-03-09 05:44:00,12351.0,12351.0,12351.0,12351.0,2,0.0
2023-03-09 05:45:00,12349.25,12349.25,12349.25,12349.25,2,0.0
2023-03-09 05:55:00,12349.0,12349.0,12349.0,12349.0,2,0.0
2023-03-09 05:57:00,12349.5,12349.5,12349.5,12349.5,3,0.0
2023-03-09 05:59:00,12349.0,12349.0,12349.0,12349.0,1,0.0
2023-03-09 06:03:00,12346.0,12346.0,12346.0,12346.0,1,0.0
2023-03-09 06:17:00,12350.75,12350.75,12350.75,12350.75,2,0.0
2023-03-09 06:24:00,12351.75,12351.75,12351.75,12351.75,1,0.0
2023-03-09 06:25:00,12353.0,12353.0,12353.0,12353.0,2,0.0
2023-03-09 06:27:00,12352.75,12352.75,12352.75,12352.75,5,0.0
2023-03-09 06:29:00,12351.0,12351.0,12351.0,12351.0,1,0.0
2023-03-09 06:43:00,12350.25,12350.25,12350.25,12350.25,1,0.0
2023-03-09 06:44:00,12349.75,12349.75,12349.75,12349.75,1,0.0
2023-03-09 06:53:00,12349.0,12349.0,12349.0,12349.0,1,0.0
2023-03-09 06:56:00,12347.0,12347.0,12347.0,12347.0,1,0.0
2023-03-09 07:13:00,12336.5,12336.5,12336.5,12336.5,1,0.0
2023-03-09 07:22:00,12331.0,12331.0,12331.0,12331.0,1,0.0
2023-03-09 07:57:00,12326.5,12326.5,12326.5,12326.5,1,0.0
2023-03-09 07:58:00,12331.5,12331.5,12331.5,12331.5,1,0.0
2023-03-09 09:29:00,12299.0,12299.0,12299.0,12299.0,1,0.0
2023-03-09 09:33:00,12290.5,12290.5,12290.5,12290.5,1,0.0
2023-03-09 09:39:00,12300.0,12300.0,12300.0,12300.0,1,0.0
2023-03-09 09:40:00,12300.0,12300.0,12300.0,12300.0,1,0.0
2023-03-09 09:42:00,12303.25,12303.25,12303.25,12303.25,1,0.0
2023-03-09 09:45:00,12296.5,12296.5,12296.5,12296.5,1,0.0
2023-03-09 10:31:00,12287.5,12287.5,12287.5,12287.5,2,0.0
2023-03-09 10:35:00,12294.25,12294.25,12294.25,12294.25,1,0.0
2023-03-09 10:37:00,12293.75,12293.75,12293.75,12293.75,1,0.0
2023-03-09 10:43:00,12295.0,12295.0,12295.0,12295.0,1,0.0
2023-03-09 10:47:00,12295.5,12295.5,12295.5,12295.5,1,0.0
2023-03-09 11:12:00,12304.5,12304.5,12304.5,12304.5,3,0.0
2023-03-09 11:14:00,12301.75,12301.75,12301.75,12301.75,1,0.0
2023-03-09 11:18:00,12300.75,12300.75,12300.75,12300.75,1,0.0
2023-03-09 11:21:00,12301.75,12301.75,12301.75,12301.75,2,0.0
2023-03-09 11:43:00,12307.5,12307.5,12307.5,12307.5,1,0.0
2023-03-09 11:51:00,12307.25,12307.25,12307.25,12307.25,2,0.0
2023-03-09 11:55:00,12308.5,12308.5,12308.5,12308.5,1,0.0
2023-03-09 12:02:00,12313.5,12313.5,12313.5,12313.5,1,0.0
2023-03-09 12:08:00,12297.5,12297.5,12297.5,12297.5,1,0.0
2023-03-09 12:16:00,12300.0,12300.0,12300.0,12300.0,1,0.0
2023-03-09 12:17:00,12298.0,12298.0,12298.0,12298.0,1,0.0
2023-03-09 12:36:00,12298.0,12298.0,12298.0,12298.0,2,0.0
2023-03-09 12:58:00,12306.0,12306.0,12306.0,12306.0,4,0.0
2023-03-09 14:19:00,12400.0,12400.0,12400.0,12400.0,1,0.0
2023-03-10 07:12:00,12086.75,12086.75,12086.75,12086.75,2,0.0
2023-03-12 17:33:00,12007.5,12007.5,12007.5,12007.5,1,0.0
2023-03-18 16:05:00,12649.75,12649.75,12649.75,12649.75,2,0.0
2023-03-19 01:59:00,12649.75,12649.75,12649.75,12649.75,1,0.0
2023-03-19 03:06:00,12649.75,12649.75,12649.75,12649.75,1,0.0
2023-03-19 07:43:00,12649.75,12649.75,12649.75,12649.75,1,0.0
2023-03-19 20:10:00,12649.75,12649.75,12649.75,12649.75,1,0.0
2023-04-04 22:30:00,13228.75,13228.75,13228.75,13228.75,5,0.0
2023-04-16 14:18:00,13199.25,13199.25,13199.25,13199.25,1,0.0
2023-05-03 03:55:00,13187.75,13187.75,13187.75,13187.75,1,0.0
2023-05-03 04:07:00,13187.5,13187.5,13187.5,13187.5,7,0.0
2023-05-07 19:40:00,13310.5,13310.5,13310.5,13310.5,2,0.0
2023-05-07 20:33:00,13310.5,13310.5,13310.5,13310.5,1,0.0
2023-05-09 03:56:00,13340.0,13340.0,13340.0,13340.0,2,0.0
2023-05-16 02:43:00,13458.5,13458.5,13458.5,13458.5,8,0.0
2023-05-16 04:45:00,13457.5,13457.5,13457.5,13457.5,1,0.0
2023-05-25 04:37:00,13837.75,13837.75,13837.75,13837.75,8,0.0
2023-06-03 16:47:00,14586.75,14586.75,14586.75,14586.75,2,0.0
2023-06-04 16:24:00,14586.75,14586.75,14586.75,14586.75,2,0.0
2023-06-08 04:02:00,14479.5,14479.5,14479.5,14479.5,1,0.0
2023-06-08 04:59:00,14438.75,14438.75,14438.75,14438.75,1,0.0
2023-06-08 05:22:00,14447.5,14447.5,14447.5,14447.5,1,0.0
2023-06-08 05:25:00,14445.75,14445.75,14445.75,14445.75,1,0.0
2023-06-08 05:32:00,14451.5,14451.5,14451.5,14451.5,1,0.0
2023-06-08 06:02:00,14441.0,14441.0,14441.0,14441.0,1,0.0
2023-06-08 06:24:00,14442.75,14442.75,14442.75,14442.75,2,0.0
2023-06-08 06:25:00,14440.0,14440.0,14440.0,14440.0,6,0.0
2023-06-08 06:47:00,14440.5,14440.5,14440.5,14440.5,1,0.0
2023-06-08 06:55:00,14437.75,14437.75,14437.75,14437.75,1,0.0
2023-06-08 07:55:00,14463.5,14463.5,14463.5,14463.5,1,0.0
2023-06-08 08:02:00,14465.5,14465.5,14465.5,14465.5,1,0.0
2023-06-08 08:15:00,14474.75,14474.75,14474.75,14474.75,1,0.0
2023-06-08 09:03:00,14495.0,14495.0,14495.0,14495.0,2,0.0
2023-06-08 09:04:00,14495.0,14495.0,14495.0,14495.0,1,0.0
2023-06-08 09:09:00,14499.75,14499.75,14499.75,14499.75,1,0.0
2023-06-08 09:10:00,14500.0,14500.0,14500.0,14500.0,4,0.0
2023-06-08 09:15:00,14499.75,14499.75,14499.75,14499.75,1,0.0
2023-06-08 09:16:00,14500.0,14500.0,14500.0,14500.0,2,0.0
2023-06-08 09:18:00,14500.0,14500.0,14500.0,14500.0,1,0.0
2023-06-08 09:54:00,14518.0,14518.0,14518.0,14518.0,1,0.0
2023-06-08 10:14:00,14523.0,14523.0,14523.0,14523.0,2,0.0
2023-06-08 10:24:00,14519.25,14519.25,14519.25,14519.25,2,0.0
2023-06-08 10:29:00,14516.0,14516.0,14516.0,14516.0,7,0.0
2023-06-08 10:31:00,14516.5,14516.5,14516.5,14516.5,3,0.0
2023-06-08 10:40:00,14517.0,14517.0,14517.0,14517.0,3,0.0
2023-06-08 10:58:00,14503.5,14503.5,14503.5,14503.5,1,0.0
2023-06-08 10:59:00,14504.25,14504.25,14504.25,14504.25,1,0.0
2023-06-08 11:06:00,14502.75,14502.75,14502.75,14502.75,1,0.0
2023-06-08 11:11:00,14497.0,14497.0,14497.0,14497.0,1,0.0
2023-06-08 11:57:00,14496.25,14496.25,14496.25,14496.25,1,0.0
2023-06-08 11:58:00,14492.25,14492.25,14492.25,14492.25,1,0.0
2023-06-08 11:59:00,14495.0,14495.0,14495.0,14495.0,1,0.0
2023-06-08 12:04:00,14501.25,14501.25,14501.25,14501.25,1,0.0
2023-06-08 12:07:00,14492.5,14492.5,14492.5,14492.5,1,0.0
2023-06-08 20:16:00,14675.25,14675.25,14675.25,14675.25,2,0.0
2023-06-08 20:21:00,14676.75,14676.75,14676.75,14676.75,1,0.0
2023-06-08 20:41:00,14691.75,14691.75,14691.75,14691.75,17,0.0
2023-06-08 22:32:00,14686.5,14686.5,14686.5,14686.5,2,0.0
2023-06-08 22:42:00,14687.5,14687.5,14687.5,14687.5,5,0.0
2023-06-08 22:54:00,14684.75,14684.75,14684.75,14684.75,1,0.0
2023-06-08 22:55:00,14684.75,14684.75,14684.75,14684.75,1,0.0
2023-06-08 22:58:00,14683.25,14683.25,14683.25,14683.25,1,0.0
2023-06-08 23:00:00,14684.5,14684.5,14684.5,14684.5,2,0.0
2023-06-08 23:01:00,14684.25,14684.25,14684.25,14684.25,1,0.0
2023-06-08 23:11:00,14682.75,14682.75,14682.75,14682.75,1,0.0
2023-06-08 23:13:00,14681.75,14681.75,14681.75,14681.75,1,0.0
2023-06-08 23:19:00,14680.0,14680.0,14680.0,14680.0,2,0.0
2023-06-08 23:20:00,14680.0,14680.0,14680.0,14680.0,5,0.0
2023-06-08 23:22:00,14678.75,14678.75,14678.75,14678.75,1,0.0
2023-06-08 23:31:00,14676.5,14676.5,14676.5,14676.5,1,0.0
2023-06-08 23:34:00,14677.0,14677.0,14677.0,14677.0,1,0.0
2023-06-08 23:35:00,14678.0,14678.0,14678.0,14678.0,2,0.0
2023-06-09 02:21:00,14660.75,14660.75,14660.75,14660.75,1,0.0
2023-06-09 02:47:00,14667.75,14667.75,14667.75,14667.75,1,0.0
2023-06-09 03:15:00,14671.5,14671.5,14671.5,14671.5,1,0.0
2023-06-09 03:18:00,14670.75,14670.75,14670.75,14670.75,2,0.0
2023-06-09 03:23:00,14671.5,14671.5,14671.5,14671.5,1,0.0
2023-06-09 03:27:00,14673.0,14673.0,14673.0,14673.0,1,0.0
2023-06-09 03:41:00,14674.5,14674.5,14674.5,14674.5,2,0.0
2023-06-09 03:44:00,14674.0,14674.0,14674.0,14674.0,1,0.0
2023-06-09 03:45:00,14673.5,14673.5,14673.5,14673.5,2,0.0
2023-06-09 04:17:00,14670.25,14670.25,14670.25,14670.25,1,0.0
2023-06-09 04:29:00,14667.0,14667.0,14667.0,14667.0,2,0.0
2023-06-09 04:39:00,14667.0,14667.0,14667.0,14667.0,1,0.0
2023-06-09 05:52:00,14678.75,14678.75,14678.75,14678.75,2,0.0
2023-06-09 08:44:00,14670.25,14670.25,14670.25,14670.25,2,0.0
2023-06-09 09:58:00,14671.0,14671.0,14671.0,14671.0,1,0.0
2023-06-09 11:23:00,14689.5,14689.5,14689.5,14689.5,3,0.0
2023-06-09 20:44:00,14746.0,14746.0,14746.0,14746.0,1,0.0
2023-06-09 20:54:00,14742.75,14742.75,14742.75,14742.75,1,0.0
2023-06-10 15:38:00,14742.0,14742.0,14742.0,14742.0,2,0.0
2023-06-20 03:59:00,15237.25,15237.25,15237.25,15237.25,5,0.0
2023-06-25 16:01:00,15055.5,15055.5,15055.5,15055.5,2,0.0
2023-06-25 17:57:00,15055.5,15055.5,15055.5,15055.5,1,0.0
2023-07-05 00:58:00,15340.0,15340.0,15340.0,15340.0,8,0.0
2023-07-05 03:57:00,15344.0,15344.0,15344.0,15344.0,1,0.0
2023-07-05 04:13:00,15342.5,15342.5,15342.5,15342.5,2,0.0
2023-07-05 04:28:00,15341.0,15341.0,15341.0,15341.0,1,0.0
2023-07-20 04:20:00,15887.5,15887.5,15887.5,15887.5,8,0.0
2023-07-23 08:20:00,15555.0,15555.0,15555.0,15555.0,4,0.0
2023-08-19 00:58:00,14744.0,14744.0,14744.0,14744.0,1,0.0
2023-08-19 06:26:00,14744.0,14744.0,14744.0,14744.0,1,0.0
2023-08-19 08:51:00,14744.0,14744.0,14744.0,14744.0,1,0.0
2023-08-19 12:23:00,14744.0,14744.0,14744.0,14744.0,1,0.0
2023-08-19 23:40:00,14744.0,14744.0,14744.0,14744.0,1,0.0
2023-08-20 05:02:00,14744.0,14744.0,14744.0,14744.0,2,0.0
2023-08-27 18:29:00,14971.25,14971.25,14971.25,14971.25,2,0.0
2023-08-27 20:07:00,14971.25,14971.25,14971.25,14971.25,1,0.0
2023-08-27 21:23:00,14971.25,14971.25,14971.25,14971.25,1,0.0
2023-08-31 21:01:00,15536.5,15536.5,15536.5,15536.5,1,0.0
2023-09-02 00:32:00,15512.25,15512.25,15512.25,15512.25,1,0.0
2023-09-03 23:25:00,15507.75,15507.75,15507.75,15507.75,1,0.0
2023-09-04 04:20:00,15532.5,15532.5,15532.5,15532.5,1,0.0
2023-09-04 20:21:00,15523.25,15523.25,15523.25,15523.25,2,0.0
2023-09-06 23:25:00,15389.5,15389.5,15389.5,15389.5,8,0.0
2023-09-07 04:07:00,15579.5,15579.5,15579.5,15579.5,1,0.0
2023-09-07 04:09:00,15580.25,15580.25,15580.25,15580.25,1,0.0
2023-09-07 04:10:00,15581.5,15581.5,15581.5,15581.5,1,0.0
2023-09-07 04:12:00,15580.0,15580.0,15580.0,15580.0,1,0.0
2023-09-07 04:18:00,15578.0,15578.0,15578.0,15578.0,6,0.0
2023-09-07 04:20:00,15578.75,15578.75,15578.75,15578.75,1,0.0
2023-09-07 04:23:00,15577.0,15577.0,15577.0,15577.0,1,0.0
2023-09-07 04:59:00,15554.0,15554.0,15554.0,15554.0,1,0.0
2023-09-07 05:10:00,15554.25,15554.25,15554.25,15554.25,6,0.0
2023-09-07 05:15:00,15552.5,15552.5,15552.5,15552.5,1,0.0
2023-09-07 05:19:00,15550.0,15550.0,15550.0,15550.0,7,0.0
2023-09-07 05:23:00,15544.25,15544.25,15544.25,15544.25,12,0.0
2023-09-07 05:24:00,15544.25,15544.25,15544.25,15544.25,3,0.0
2023-09-07 05:37:00,15542.75,15542.75,15542.75,15542.75,1,0.0
2023-09-07 05:39:00,15542.25,15542.25,15542.25,15542.25,1,0.0
2023-09-07 05:59:00,15536.75,15536.75,15536.75,15536.75,2,0.0
2023-09-07 06:30:00,15533.5,15533.5,15533.5,15533.5,1,0.0
2023-09-07 06:35:00,15532.5,15532.5,15532.5,15532.5,1,0.0
2023-09-07 06:49:00,15531.0,15531.0,15531.0,15531.0,1,0.0
2023-09-07 08:05:00,15519.25,15519.25,15519.25,15519.25,1,0.0
2023-09-07 09:29:00,15503.75,15503.75,15503.75,15503.75,1,0.0
2023-09-07 10:05:00,15507.5,15507.5,15507.5,15507.5,1,0.0
2023-09-07 10:56:00,15485.5,15485.5,15485.5,15485.5,1,0.0
2023-09-07 11:05:00,15499.0,15499.0,15499.0,15499.0,1,0.0
2023-09-07 20:21:00,15470.25,15470.25,15470.25,15470.25,1,0.0
2023-09-07 20:22:00,15470.5,15470.5,15470.5,15470.5,1,0.0
2023-09-07 20:24:00,15473.5,15473.5,15473.5,15473.5,1,0.0
2023-09-07 20:25:00,15474.5,15474.5,15474.5,15474.5,2,0.0
2023-09-07 20:34:00,15476.25,15476.25,15476.25,15476.25,1,0.0
2023-09-07 20:38:00,15476.5,15476.5,15476.5,15476.5,1,0.0
2023-09-07 20:39:00,15476.5,15476.5,15476.5,15476.5,2,0.0
2023-09-07 20:42:00,15477.0,15477.0,15477.0,15477.0,1,0.0
2023-09-07 20:45:00,15478.5,15478.5,15478.5,15478.5,1,0.0
2023-09-07 20:57:00,15478.75,15478.75,15478.75,15478.75,2,0.0
2023-09-07 21:00:00,15480.25,15480.25,15480.25,15480.25,3,0.0
2023-09-07 22:12:00,15484.0,15484.0,15484.0,15484.0,1,0.0
2023-09-07 22:16:00,15482.75,15482.75,15482.75,15482.75,1,0.0
2023-09-07 22:18:00,15481.25,15481.25,15481.25,15481.25,1,0.0
2023-09-07 22:36:00,15481.25,15481.25,15481.25,15481.25,1,0.0
2023-09-07 22:38:00,15480.75,15480.75,15480.75,15480.75,1,0.0
2023-09-07 22:46:00,15480.5,15480.5,15480.5,15480.5,1,0.0
2023-09-07 22:47:00,15480.75,15480.75,15480.75,15480.75,2,0.0
2023-09-07 22:49:00,15480.75,15480.75,15480.75,15480.75,1,0.0
2023-09-07 23:14:00,15475.25,15475.25,15475.25,15475.25,1,0.0
2023-09-07 23:28:00,15468.75,15468.75,15468.75,15468.75,1,0.0
2023-09-07 23:30:00,15469.75,15469.75,15469.75,15469.75,2,0.0
2023-09-07 23:34:00,15474.5,15474.5,15474.5,15474.5,1,0.0
2023-09-07 23:49:00,15479.25,15479.25,15479.25,15479.25,2,0.0
2023-09-08 00:04:00,15481.5,15481.5,15481.5,15481.5,1,0.0
2023-09-08 00:05:00,15480.5,15480.5,15480.5,15480.5,1,0.0
2023-09-08 00:12:00,15479.25,15479.25,15479.25,15479.25,1,0.0
2023-09-08 01:08:00,15460.5,15460.5,15460.5,15460.5,1,0.0
2023-09-08 01:10:00,15461.25,15461.25,15461.25,15461.25,1,0.0
2023-09-08 01:13:00,15461.5,15461.5,15461.5,15461.5,1,0.0
2023-09-08 01:45:00,15466.25,15466.25,15466.25,15466.25,3,0.0
2023-09-08 01:47:00,15465.25,15465.25,15465.25,15465.25,3,0.0
2023-09-08 02:05:00,15465.75,15465.75,15465.75,15465.75,1,0.0
2023-09-08 02:32:00,15479.0,15479.0,15479.0,15479.0,1,0.0
2023-09-08 02:36:00,15480.75,15480.75,15480.75,15480.75,2,0.0
2023-09-08 02:46:00,15478.5,15478.5,15478.5,15478.5,3,0.0
2023-09-08 02:53:00,15478.75,15478.75,15478.75,15478.75,2,0.0
2023-09-08 03:05:00,15477.25,15477.25,15477.25,15477.25,1,0.0
2023-09-08 03:15:00,15478.0,15478.0,15478.0,15478.0,1,0.0
2023-09-08 03:29:00,15474.5,15474.5,15474.5,15474.5,1,0.0
2023-09-08 03:33:00,15474.75,15474.75,15474.75,15474.75,2,0.0
2023-09-08 03:42:00,15479.75,15479.75,15479.75,15479.75,1,0.0
2023-09-08 03:59:00,15483.75,15483.75,15483.75,15483.75,1,0.0
2023-09-08 04:23:00,15480.5,15480.5,15480.5,15480.5,1,0.0
2023-09-08 04:33:00,15482.75,15482.75,15482.75,15482.75,1,0.0
2023-09-08 04:47:00,15475.5,15475.5,15475.5,15475.5,2,0.0
2023-09-08 04:48:00,15476.75,15476.75,15476.75,15476.75,1,0.0
2023-09-08 04:59:00,15474.5,15474.5,15474.5,15474.5,2,0.0
2023-09-08 05:05:00,15477.5,15477.5,15477.5,15477.5,3,0.0
2023-09-08 06:41:00,15517.75,15517.75,15517.75,15517.75,7,0.0
2023-09-08 06:49:00,15517.75,15517.75,15517.75,15517.75,2,0.0
2023-09-08 06:52:00,15521.5,15521.5,15521.5,15521.5,1,0.0
2023-09-08 09:24:00,15436.5,15436.5,15436.5,15436.5,4,0.0
2023-09-08 11:06:00,15457.0,15457.0,15457.0,15457.0,1,0.0
2023-09-08 20:29:00,15522.0,15522.0,15522.0,15522.0,1,0.0
2023-09-08 20:45:00,15513.25,15513.25,15513.25,15513.25,2,0.0
2023-09-08 20:48:00,15514.5,15514.5,15514.5,15514.5,1,0.0
2023-09-09 23:52:00,15509.75,15509.75,15509.75,15509.75,6,0.0
2023-09-10 01:25:00,15509.75,15509.75,15509.75,15509.75,3,0.0
2023-09-10 01:34:00,15509.75,15509.75,15509.75,15509.75,3,0.0
2023-09-10 14:19:00,15314.75,15314.75,15314.75,15314.75,1,0.0
2023-09-10 17:29:00,15509.75,15509.75,15509.75,15509.75,3,0.0
2023-09-12 22:57:00,15508.5,15508.5,15508.5,15508.5,1,0.0
2023-09-13 23:44:00,15576.5,15576.5,15576.5,15576.5,12,0.0
2023-09-17 13:54:00,15383.25,15383.25,15383.25,15383.25,2,0.0
2023-09-17 14:30:00,15383.25,15383.25,15383.25,15383.25,1,0.0
2023-09-18 22:55:00,15425.5,15425.5,15425.5,15425.5,7,0.0
2023-09-19 03:49:00,15413.25,15413.25,15413.25,15413.25,6,0.0
2023-10-10 00:19:00,15199.75,15199.75,15199.75,15199.75,1,0.0
2023-10-15 04:33:00,15106.75,15106.75,15106.75,15106.75,2,0.0
2023-10-15 20:10:00,15106.75,15106.75,15106.75,15106.75,1,0.0
2023-10-21 11:27:00,14648.25,14648.25,14648.25,14648.25,2,0.0
2023-10-21 14:17:00,14648.25,14648.25,14648.25,14648.25,1,0.0
2023-10-21 21:52:00,14648.25,14648.25,14648.25,14648.25,1,0.0
2023-10-22 08:56:00,14648.25,14648.25,14648.25,14648.25,1,0.0
2023-10-22 10:49:00,14648.25,14648.25,14648.25,14648.25,1,0.0
2023-10-22 14:22:00,14648.25,14648.25,14648.25,14648.25,1,0.0
2023-11-11 01:43:00,15581.25,15581.25,15581.25,15581.25,1,0.0
2023-11-11 17:27:00,15581.25,15581.25,15581.25,15581.25,1,0.0
2023-11-11 20:04:00,15581.25,15581.25,15581.25,15581.25,2,0.0
2023-11-17 04:53:00,15894.5,15894.5,15894.5,15894.5,5,0.0
2023-11-23 04:57:00,16051.5,16051.5,16051.5,16051.5,9,0.0
2023-11-23 05:19:00,16050.25,16050.25,16050.25,16050.25,10,0.0
2023-11-23 23:27:00,16064.5,16064.5,16064.5,16064.5,3,0.0
2023-11-24 04:05:00,16061.5,16061.5,16061.5,16061.5,3,0.0
2023-11-24 04:17:00,16062.75,16062.75,16062.75,16062.75,8,0.0
2023-11-24 04:30:00,16063.5,16063.5,16063.5,16063.5,2,0.0
2023-11-24 04:38:00,16063.0,16063.0,16063.0,16063.0,1,0.0
2023-11-24 04:40:00,16063.0,16063.0,16063.0,16063.0,2,0.0
2023-11-24 04:44:00,16063.0,16063.0,16063.0,16063.0,9,0.0
2023-11-24 04:59:00,16061.5,16061.5,16061.5,16061.5,3,0.0
2023-11-24 22:02:00,16010.75,16010.75,16010.75,16010.75,2,0.0
2023-11-25 17:27:00,16010.75,16010.75,16010.75,16010.75,2,0.0
2023-11-25 18:48:00,16010.75,16010.75,16010.75,16010.75,1,0.0
2023-12-01 04:14:00,15952.25,15952.25,15952.25,15952.25,7,0.0
2023-12-08 03:11:00,16017.5,16017.5,16017.5,16017.5,5,0.0
2023-12-11 04:21:00,16059.0,16059.0,16059.0,16059.0,13,0.0
2023-12-12 03:49:00,16258.0,16258.0,16258.0,16258.0,1,0.0
2023-12-12 04:07:00,16253.0,16253.0,16253.0,16253.0,12,0.0
2023-12-12 04:18:00,16254.5,16254.5,16254.5,16254.5,7,0.0
2023-12-12 04:45:00,16253.25,16253.25,16253.25,16253.25,4,0.0
2023-12-12 06:40:00,16260.75,16260.75,16260.75,16260.75,2,0.0
2023-12-13 02:48:00,16390.0,16390.0,16390.0,16390.0,7,0.0
2023-12-13 03:10:00,16389.0,16389.0,16389.0,16389.0,5,0.0
2023-12-13 03:15:00,16389.5,16389.5,16389.5,16389.5,3,0.0
2023-12-13 03:33:00,16388.25,16388.25,16388.25,16388.25,1,0.0
2023-12-13 03:59:00,16390.25,16390.25,16390.25,16390.25,4,0.0
2023-12-13 04:02:00,16390.5,16390.5,16390.5,16390.5,4,0.0
2023-12-13 04:11:00,16390.0,16390.0,16390.0,16390.0,2,0.0
2023-12-13 04:12:00,16390.0,16390.0,16390.0,16390.0,2,0.0
2023-12-13 04:15:00,16389.75,16389.75,16389.75,16389.75,5,0.0
2023-12-13 04:35:00,16388.5,16388.5,16388.5,16388.5,1,0.0
2023-12-13 04:45:00,16391.25,16391.25,16391.25,16391.25,1,0.0
2023-12-13 10:42:00,16386.0,16386.0,16386.0,16386.0,1,0.0
2023-12-14 03:14:00,16662.75,16662.75,16662.75,16662.75,2,0.0
2023-12-14 04:15:00,16655.25,16655.25,16655.25,16655.25,5,0.0
2023-12-14 04:59:00,16662.25,16662.25,16662.25,16662.25,2,0.0
2023-12-14 05:51:00,16659.25,16659.25,16659.25,16659.25,1,0.0
2023-12-14 06:16:00,16662.0,16662.0,16662.0,16662.0,4,0.0
2023-12-14 06:29:00,16663.75,16663.75,16663.75,16663.75,3,0.0
2023-12-14 21:30:00,16528.75,16528.75,16528.75,16528.75,1,0.0
2023-12-14 21:34:00,16532.75,16532.75,16532.75,16532.75,1,0.0
2023-12-14 21:38:00,16530.75,16530.75,16530.75,16530.75,1,0.0
2023-12-14 21:39:00,16530.75,16530.75,16530.75,16530.75,1,0.0
2023-12-14 21:42:00,16535.25,16535.25,16535.25,16535.25,1,0.0
2023-12-14 21:49:00,16534.0,16534.0,16534.0,16534.0,1,0.0
2023-12-14 21:57:00,16536.75,16536.75,16536.75,16536.75,1,0.0
2023-12-14 23:15:00,16527.25,16527.25,16527.25,16527.25,1,0.0
2023-12-14 23:44:00,16548.25,16548.25,16548.25,16548.25,1,0.0
2023-12-15 00:33:00,16551.25,16551.25,16551.25,16551.25,1,0.0
2023-12-15 00:47:00,16549.0,16549.0,16549.0,16549.0,3,0.0
2023-12-15 01:59:00,16551.0,16551.0,16551.0,16551.0,2,0.0
2023-12-15 02:00:00,16549.75,16549.75,16549.75,16549.75,1,0.0
2023-12-15 02:12:00,16553.25,16553.25,16553.25,16553.25,2,0.0
2023-12-15 02:19:00,16555.25,16555.25,16555.25,16555.25,1,0.0
2023-12-15 02:21:00,16557.5,16557.5,16557.5,16557.5,1,0.0
2023-12-15 02:23:00,16555.5,16555.5,16555.5,16555.5,1,0.0
2023-12-15 02:24:00,16556.25,16556.25,16556.25,16556.25,1,0.0
2023-12-15 02:42:00,16553.75,16553.75,16553.75,16553.75,1,0.0
2023-12-15 02:57:00,16550.5,16550.5,16550.5,16550.5,1,0.0
2023-12-15 03:07:00,16554.25,16554.25,16554.25,16554.25,1,0.0
2023-12-15 03:09:00,16552.75,16552.75,16552.75,16552.75,1,0.0
2023-12-15 03:18:00,16551.75,16551.75,16551.75,16551.75,2,0.0
2023-12-15 03:21:00,16551.75,16551.75,16551.75,16551.75,1,0.0
2023-12-15 03:25:00,16551.0,16551.0,16551.0,16551.0,1,0.0
2023-12-15 03:29:00,16553.75,16553.75,16553.75,16553.75,1,0.0
